file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|172|length=5472|depth=0.73x	5472	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|11|length=82198|depth=1.05x	82198	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|104|length=12960|depth=0.87x	12960	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|29|length=40023|depth=1.19x	40023	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|76|length=18168|depth=0.92x	18168	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|32|length=36515|depth=1.20x	36515	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|186|length=4641|depth=0.54x	4641	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|180|length=4982|depth=0.82x	4982	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|230|length=2237|depth=0.81x	2237	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|46|length=28124|depth=0.69x	28124	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|125|length=9882|depth=0.86x	9882	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|146|length=7746|depth=0.92x	7746	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|78|length=18060|depth=1.01x	18060	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|208|length=3574|depth=0.77x	3574	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|214|length=3157|depth=0.72x	3157	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|49|length=26748|depth=0.81x	26748	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|194|length=4214|depth=0.61x	4214	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|21|length=52941|depth=1.36x	52941	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|50|length=26248|depth=0.93x	26248	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|233|length=2042|depth=0.94x	2042	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|103|length=12990|depth=0.72x	12990	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|52|length=26110|depth=0.73x	26110	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|12|length=78232|depth=1.06x	78232	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|115|length=11260|depth=0.81x	11260	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|119|length=10545|depth=0.70x	10545	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|234|length=2039|depth=0.62x	2039	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|229|length=2309|depth=0.68x	2309	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|118|length=10578|depth=0.70x	10578	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|159|length=6293|depth=0.87x	6293	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|185|length=4739|depth=1.03x	4739	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|147|length=7683|depth=0.74x	7683	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|224|length=2564|depth=0.92x	2564	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|195|length=4054|depth=0.81x	4054	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|60|length=22992|depth=0.89x	22992	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|36|length=34365|depth=0.87x	34365	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|204|length=3756|depth=0.92x	3756	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|102|length=13182|depth=0.88x	13182	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|213|length=3272|depth=0.67x	3272	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|38|length=33309|depth=0.95x	33309	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|143|length=8180|depth=0.68x	8180	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|40|length=31694|depth=0.99x	31694	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|138|length=8676|depth=0.94x	8676	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|179|length=4998|depth=1.15x	4998	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|96|length=14584|depth=0.93x	14584	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|170|length=5569|depth=0.98x	5569	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|4|length=109375|depth=1.18x	109375	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|57|length=24643|depth=1.00x	24643	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|7|length=91617|depth=1.38x	91617	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|61|length=22160|depth=1.00x	22160	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|151|length=6861|depth=0.66x	6861	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|66|length=21267|depth=0.81x	21267	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|202|length=3806|depth=0.83x	3806	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|94|length=14758|depth=1.05x	14758	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|128|length=9642|depth=0.75x	9642	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|97|length=14301|depth=0.84x	14301	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|169|length=5733|depth=1.16x	5733	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|100|length=13524|depth=0.73x	13524	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|220|length=2870|depth=0.70x	2870	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|160|length=6291|depth=1.04x	6291	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|164|length=6037|depth=0.94x	6037	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|107|length=12716|depth=0.67x	12716	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|45|length=28887|depth=0.87x	28887	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|9|length=89197|depth=1.16x	89197	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|156|length=6445|depth=0.55x	6445	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|62|length=21803|depth=1.15x	21803	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|148|length=7676|depth=0.76x	7676	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|42|length=30385|depth=0.89x	30385	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|17|length=57252|depth=1.16x	57252	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|55|length=25110|depth=1.06x	25110	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|168|length=5742|depth=0.67x	5742	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|34|length=35169|depth=0.97x	35169	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|109|length=12696|depth=0.69x	12696	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|199|length=3879|depth=0.78x	3879	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|88|length=15949|depth=0.86x	15949	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|72|length=19132|depth=0.93x	19132	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|162|length=6164|depth=0.84x	6164	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|212|length=3310|depth=0.88x	3310	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|184|length=4785|depth=0.54x	4785	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|80|length=17665|depth=0.79x	17665	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|20|length=56790|depth=1.08x	56790	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|65|length=21288|depth=0.87x	21288	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|41|length=31485|depth=0.91x	31485	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|216|length=3098|depth=0.55x	3098	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|205|length=3751|depth=0.59x	3751	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|111|length=12214|depth=1.38x	12214	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|25|length=47469|depth=0.83x	47469	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|167|length=5756|depth=0.74x	5756	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|1|length=217367|depth=1.17x	217367	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|85|length=16478|depth=0.94x	16478	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|219|length=2946|depth=0.66x	2946	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|203|length=3761|depth=0.82x	3761	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|165|length=5939|depth=0.71x	5939	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|31|length=37426|depth=1.12x	37426	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|82|length=16853|depth=1.23x	16853	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|198|length=3930|depth=0.58x	3930	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|174|length=5256|depth=0.70x	5256	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|106|length=12753|depth=0.77x	12753	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|6|length=93245|depth=0.87x	93245	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|116|length=11198|depth=0.71x	11198	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|144|length=7969|depth=0.83x	7969	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|89|length=15905|depth=0.80x	15905	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|158|length=6343|depth=0.66x	6343	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|108|length=12701|depth=0.80x	12701	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|98|length=13857|depth=0.91x	13857	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|217|length=3053|depth=0.74x	3053	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|27|length=44404|depth=0.82x	44404	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|43|length=29949|depth=0.85x	29949	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|33|length=35756|depth=1.07x	35756	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|140|length=8512|depth=1.14x	8512	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|5|length=94076|depth=1.05x	94076	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|187|length=4583|depth=1.00x	4583	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|201|length=3813|depth=0.64x	3813	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|136|length=8871|depth=0.92x	8871	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|222|length=2671|depth=0.65x	2671	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|24|length=50072|depth=0.91x	50072	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|117|length=10789|depth=0.97x	10789	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|19|length=57016|depth=1.15x	57016	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|178|length=5197|depth=0.70x	5197	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|137|length=8730|depth=0.94x	8730	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|223|length=2631|depth=0.62x	2631	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|171|length=5486|depth=0.92x	5486	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|210|length=3454|depth=0.81x	3454	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|51|length=26212|depth=1.04x	26212	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|26|length=46869|depth=1.03x	46869	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|232|length=2062|depth=0.69x	2062	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|231|length=2231|depth=0.54x	2231	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|48|length=27513|depth=0.88x	27513	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|145|length=7925|depth=0.77x	7925	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|91|length=15344|depth=0.72x	15344	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|69|length=19933|depth=0.81x	19933	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|131|length=9420|depth=1.13x	9420	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|175|length=5255|depth=0.73x	5255	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|16|length=58648|depth=0.87x	58648	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|139|length=8644|depth=0.64x	8644	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|58|length=23908|depth=0.88x	23908	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|74|length=18953|depth=0.81x	18953	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|133|length=9127|depth=0.84x	9127	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|70|length=19848|depth=1.01x	19848	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|99|length=13648|depth=0.73x	13648	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|235|length=2027|depth=1.59x	2027	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|161|length=6227|depth=0.93x	6227	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|59|length=23877|depth=0.79x	23877	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|23|length=51678|depth=1.21x	51678	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|68|length=20386|depth=1.23x	20386	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|190|length=4432|depth=0.80x	4432	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|200|length=3848|depth=0.66x	3848	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|176|length=5212|depth=0.53x	5212	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|141|length=8473|depth=0.78x	8473	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|67|length=20405|depth=0.95x	20405	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|95|length=14594|depth=0.77x	14594	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|13|length=65423|depth=1.15x	65423	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|63|length=21517|depth=1.21x	21517	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|10|length=83492|depth=1.07x	83492	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|114|length=11314|depth=0.67x	11314	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|127|length=9667|depth=0.64x	9667	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|132|length=9229|depth=0.80x	9229	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|90|length=15833|depth=0.70x	15833	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|122|length=10073|depth=0.92x	10073	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|3|length=137032|depth=1.22x	137032	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|113|length=11409|depth=0.93x	11409	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|135|length=8927|depth=0.89x	8927	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|226|length=2389|depth=0.82x	2389	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|209|length=3490|depth=0.89x	3490	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|152|length=6766|depth=0.74x	6766	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|14|length=62469|depth=0.93x	62469	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|37|length=34020|depth=1.21x	34020	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|83|length=16634|depth=1.13x	16634	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|155|length=6544|depth=0.78x	6544	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|181|length=4972|depth=1.12x	4972	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|112|length=11683|depth=1.06x	11683	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|53|length=25719|depth=0.77x	25719	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|73|length=19108|depth=0.86x	19108	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|126|length=9747|depth=0.96x	9747	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|22|length=52219|depth=1.25x	52219	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|124|length=9996|depth=1.01x	9996	Incomplete											
